inlier,x,y,X,Y,Z,conf
1.0,442.0,66.0,74.87314534187317,108.81472301483154,21.25602698326111,0.1536932736635208
1.0,446.0,66.0,77.00017303228378,104.80032682418823,18.847334384918213,0.26014187932014465
1.0,450.0,66.0,78.34192287921906,110.82920026779175,4.637452861175916,0.06342040002346039
1.0,450.0,66.0,78.33819162845612,103.27663993835449,15.3387131690979,0.1087489128112793
1.0,430.0,70.0,61.32843255996704,118.80320072174072,15.870867729187012,0.08486358076334
1.0,434.0,70.0,62.628825187683105,116.32160878181458,17.79997992515564,0.10514438897371292
1.0,438.0,70.0,69.65780925750732,107.29918098449707,24.657079100608826,0.16817085444927216
1.0,438.0,70.0,65.31628513336182,111.11282873153687,21.92148119211197,0.23327064514160156
1.0,442.0,70.0,71.45663213729858,102.66981196403503,24.182429432868958,0.5218127965927124
1.0,446.0,70.0,74.11567854881287,98.65413437783718,23.009394258260727,0.7630571722984314
1.0,450.0,70.0,76.81557500362396,95.46204376220703,20.322079181671143,0.8358327150344849
1.0,454.0,70.0,77.62105193734169,94.38294172286987,15.461742401123047,0.5350529551506042
1.0,454.0,70.0,79.11214745044708,96.80659532546997,5.465370178222656,0.316788911819458
1.0,458.0,70.0,79.19374231621623,97.5048394203186,-2.5512070655822754,0.2653927505016327
0.0,426.0,74.0,55.016552686691284,120.18825769424438,16.446964263916016,0.12394624948501587
1.0,430.0,74.0,55.30853319168091,115.94661283493042,19.242939472198486,0.22861255705356598
1.0,434.0,74.0,57.4255251288414,110.95197319984436,22.12737476825714,0.4648406207561493
1.0,438.0,74.0,61.294589042663574,105.31999397277832,24.765258312225342,0.5581942200660706
1.0,442.0,74.0,66.39828491210938,98.72736297734082,25.8473801612854,0.5601344704627991
1.0,442.0,74.0,63.93898582458496,102.46939086914062,25.349587440490723,0.2874026596546173
1.0,446.0,74.0,70.08423709869385,93.33257484436035,25.402201890945435,0.8265820741653442
1.0,450.0,74.0,72.22451257705688,90.63752269744873,22.411932706832886,0.857377827167511
1.0,454.0,74.0,75.17738342285156,87.34821796417236,18.757593154907227,0.8033167123794556
1.0,458.0,74.0,78.95891839265823,87.32465171813965,4.974784851074219,0.618850827217102
1.0,462.0,74.0,78.72052872180939,85.2285327911377,-1.8083198070526123,0.45677369832992554
1.0,426.0,78.0,49.430591106414795,118.03582859039307,18.691996097564697,0.15828213095664978
1.0,430.0,78.0,49.23967885971069,113.06386291980743,21.828506588935852,0.41638991236686707
1.0,434.0,78.0,52.328007221221924,106.42116737365723,24.547491788864136,0.6905580163002014
1.0,438.0,78.0,56.5799318253994,101.80389785766602,26.382805824279785,0.6518469452857971
1.0,442.0,78.0,61.37185573577881,97.09577655792236,25.858032703399658,0.47681480646133423
1.0,446.0,78.0,64.3081750869751,91.00165557861328,23.787089586257935,0.5249789357185364
1.0,446.0,78.0,64.96731758117676,89.1068696975708,25.027828693389893,0.3215942680835724
1.0,450.0,78.0,66.58075904846191,86.25566239655018,21.572088479995728,0.26442646980285645
1.0,450.0,78.0,67.42514228820801,85.37364387512207,21.55259907245636,0.4765094518661499
1.0,454.0,78.0,69.52994179725647,83.45994186401367,15.980400085449219,0.27784764766693115
1.0,454.0,78.0,69.19853019714355,84.8441743850708,18.713886260986328,0.3966082036495209
1.0,458.0,78.0,72.95469358563423,80.11268424987793,13.343629837036133,0.659529983997345
1.0,462.0,78.0,75.66289401054382,77.11411571502686,8.365216732025146,0.6051129102706909
1.0,466.0,78.0,75.81121778488159,74.39841365814209,-0.6373038291931152,0.2624509930610657
0.0,418.0,82.0,48.489858627319336,117.98349952697754,17.91047716140747,0.07085432857275009
0.0,422.0,82.0,45.37553119659424,117.98551321029663,18.408663988113403,0.11356266587972641
1.0,426.0,82.0,43.77078819274902,115.787917137146,20.42350262403488,0.21703842282295227
1.0,430.0,82.0,45.816861152648926,109.46832799911499,23.74843120574951,0.45914745330810547
1.0,434.0,82.0,48.693766593933105,103.38179206848145,25.942471981048584,0.5832042694091797
1.0,438.0,82.0,54.424442291259766,98.45678806304932,25.758862733840942,0.6187968254089355
1.0,442.0,82.0,57.832119941711426,93.4118504524231,24.851969003677368,0.8022116422653198
1.0,446.0,82.0,60.996039390563965,87.23894625902176,22.878682851791382,0.78475022315979
1.0,450.0,82.0,62.35890483856201,84.01064157485962,20.36277985572815,0.7548183798789978
1.0,454.0,82.0,64.43060779571533,81.11471366882324,17.266709327697754,0.4533896744251251
1.0,454.0,82.0,65.77073335647583,81.38940048217773,17.049864768981934,0.28858721256256104
1.0,458.0,82.0,67.86638116836548,77.25579166412354,14.609166145324707,0.7318414449691772
1.0,462.0,82.0,71.80114179849625,73.07539701461792,10.86041259765625,0.4769209921360016
1.0,466.0,82.0,73.99261915683746,69.67844748497009,3.671731546521187,0.3606155812740326
0.0,414.0,86.0,46.50984573364258,117.06441235542297,19.672860264778137,0.09725598990917206
0.0,418.0,86.0,30.86710238456726,118.8441372513771,13.99001532793045,0.08657865971326828
0.0,418.0,86.0,42.38662242889404,116.10191750526428,19.50852918624878,0.11326390504837036
1.0,422.0,86.0,33.368000507354736,117.27681279182434,16.434742093086243,0.20308229327201843
1.0,422.0,86.0,40.63242149353027,116.00878500938416,20.56749325990677,0.1438852846622467
1.0,426.0,86.0,37.64816379547119,113.93370342254639,20.265904426574707,0.2731156647205353
1.0,426.0,86.0,40.968573570251465,112.00829994678497,23.182270765304565,0.24665261805057526
1.0,430.0,86.0,39.559067726135254,110.76572227478027,21.62610387802124,0.18375448882579803
1.0,430.0,86.0,42.5426549911499,106.17192697525024,24.60623073577881,0.30610230565071106
1.0,434.0,86.0,46.072537899017334,99.86802768707275,25.2144718170166,0.4090992212295532
1.0,438.0,86.0,50.00656105577946,95.83182334899902,25.745381116867065,0.7154641151428223
1.0,442.0,86.0,53.80501437187195,89.37451696395874,24.77316963672638,0.7184412479400635
1.0,446.0,86.0,56.370747089385986,84.90057694911957,22.26211440563202,0.7618480920791626
1.0,450.0,86.0,57.84663772583008,81.53857183456421,19.41256618499756,0.8160362839698792
1.0,454.0,86.0,59.62906360626221,79.12389183044434,16.011802673339844,0.6721712350845337
1.0,458.0,86.0,64.54046726226807,72.99734878540039,14.518669128417969,0.6803054809570312
1.0,462.0,86.0,67.45515871047974,69.0644257068634,11.103222846984863,0.5480359196662903
1.0,466.0,86.0,68.72090339660645,66.36240065097809,4.74305260181427,0.3018888235092163
0.0,410.0,90.0,-49.28397536277771,111.00512099266052,3.796405792236328,0.05100156366825104
0.0,410.0,90.0,46.38418674468994,117.23395442962646,19.811666011810303,0.04539535567164421
0.0,414.0,90.0,24.68184185028076,119.44986477866769,12.27138376235962,0.11010267585515976
0.0,414.0,90.0,41.67841053009033,115.63131809234619,20.54013416171074,0.09836538881063461
0.0,418.0,90.0,28.443307161331177,117.31886076927185,14.861754857003689,0.2335595339536667
1.0,422.0,90.0,31.683265134692192,114.65533781051636,18.402090072631836,0.4311623275279999
