inlier,x,y,X,Y,Z,conf
0.0,274.0,86.0,72.34550142288208,117.19578993320465,15.28320624481239,0.03788270056247711
0.0,274.0,86.0,66.36769485473633,116.7536301612854,16.581543445587158,0.05607794597744942
1.0,278.0,86.0,66.34533309936523,116.88997626304626,16.96792697906494,0.10755614936351776
1.0,282.0,86.0,71.14065504074097,118.74297218164429,14.260654708252332,0.04494648426771164
1.0,282.0,86.0,71.1777081489563,112.20339584350586,21.212902545928955,0.04553002119064331
1.0,282.0,86.0,67.31313037872314,115.50552821159363,17.917272090911865,0.08743802458047867
1.0,286.0,86.0,71.566077709198,109.60045433044434,22.63758870959282,0.16949845850467682
1.0,286.0,86.0,68.0110216140747,113.12289500236511,19.50475776195526,0.13577809929847717
1.0,290.0,86.0,72.88699865341187,104.52847719192505,22.87272154726088,0.5173442363739014
1.0,294.0,86.0,76.11024022102356,100.14897179603577,21.21174192428589,0.70506352186203
1.0,298.0,86.0,77.99309744313359,96.05862236022949,17.330354690551758,0.7076314687728882
1.0,302.0,86.0,78.8739854991436,99.13557815551758,0.09780597686767578,0.28515809774398804
0.0,274.0,90.0,60.42847013473511,117.75646448135376,16.88681936264038,0.1199529618024826
1.0,278.0,90.0,60.83322715759277,116.00499296188354,18.620092153549194,0.2361961305141449
1.0,282.0,90.0,61.82374048233032,111.71989154815674,21.83787316083908,0.40249747037887573
1.0,286.0,90.0,66.33183860778809,105.57579040527344,26.160560131072998,0.26428255438804626
1.0,286.0,90.0,64.1900110244751,107.19601154327393,23.60697650909424,0.4783458113670349
1.0,290.0,90.0,67.59218883514404,100.2747288942337,25.308942079544067,0.6600261330604553
1.0,294.0,90.0,72.46392393112183,94.18502140045166,23.698119819164276,0.8328933119773865
1.0,298.0,90.0,74.58565354347229,90.41059684753418,20.59031629562378,0.8531026244163513
1.0,302.0,90.0,76.31837868690491,87.22517395019531,16.185204029083252,0.7405605316162109
1.0,306.0,90.0,78.82425621151924,87.32881164550781,2.7916979789733887,0.6760236024856567
0.0,270.0,94.0,56.341068744659424,119.71710300445557,16.74536657333374,0.0960523784160614
1.0,274.0,94.0,54.39895439147949,117.76317548751831,18.750696420669556,0.228141188621521
1.0,278.0,94.0,54.11686396598816,113.83106705546379,21.198991239070892,0.4245266318321228
1.0,282.0,94.0,55.43816423416138,107.94527292251587,24.08677339553833,0.6967350244522095
1.0,286.0,94.0,58.259278774261475,102.494309425354,26.16890048980713,0.7055159211158752
1.0,290.0,94.0,61.38807773590088,97.1261682510376,26.072946548461914,0.2526713013648987
1.0,290.0,94.0,64.4167833328247,96.04214358329773,25.839813947677612,0.3567102253437042
1.0,290.0,94.0,62.17770957946777,100.33810710906982,25.048538208007812,0.2945697009563446
1.0,294.0,94.0,66.41458511352539,90.37739753723145,23.939402103424072,0.5931965112686157
1.0,298.0,94.0,68.73811435699463,85.92912769317627,20.251343488693237,0.6020960807800293
1.0,302.0,94.0,71.89228868484497,83.5766544342041,14.646309852600098,0.28077173233032227
1.0,302.0,94.0,70.51012849807739,85.06574821472168,17.175844192504883,0.4025898575782776
1.0,306.0,94.0,74.70782577991486,80.02575969696045,12.405410766601562,0.6676331758499146
1.0,310.0,94.0,75.77086782455444,77.00429725646973,6.396915435791016,0.364087849855423
0.0,270.0,98.0,48.99150800704956,119.18238306045532,18.423916816711426,0.16907884180545807
1.0,274.0,98.0,47.27401351928711,115.28236091136932,20.066039085388184,0.33092790842056274
1.0,278.0,98.0,47.13896179199219,109.96882581710815,22.881583094596863,0.5800294876098633
1.0,282.0,98.0,50.49399995803833,105.2371826171875,24.941842794418335,0.7029950022697449
1.0,286.0,98.0,53.80369687080383,99.25317478179932,26.317341327667236,0.4474048316478729
1.0,286.0,98.0,54.59079718589783,100.15874862670898,25.580448627471924,0.39856550097465515
1.0,290.0,98.0,58.29531192779541,93.85952472686768,25.41290247440338,0.8094836473464966
1.0,294.0,98.0,61.58354091644287,87.69362568855286,23.05411994457245,0.7788901925086975
1.0,298.0,98.0,62.84837055206299,84.58008348941803,20.546924114227295,0.7255082130432129
