8.546745239188378918e+00,1.046315035112408793e+02,1.530093308075660685e-01
3.568945664118027139e+01,-1.850802813167055660e+01,-1.134447721335153147e+00
-1.484449061038379369e+00,-1.067589226183337843e+02,2.340722245188329609e+01
-4.713408886241516882e+01,9.572280016812428016e+01,1.451778422910543209e-01
1.756930181184077711e+01,4.721052235518242668e+01,-4.332421692348001341e-02
5.322762381959117306e+01,-9.177485091100916748e+01,-2.373421559122558477e+01
-1.022144970732988156e+01,-5.443338636375941064e+01,2.056576744761349218e+00
-4.991610707378743683e+00,-1.019592782747378692e+02,-2.517926398344376437e+01
6.210416589067052939e+01,9.570762343612577183e+01,9.453816821915206337e-05
5.465402870798055801e+01,-8.389031482341552248e+01,2.367677304890012380e+01
